"ID","Description","GeneRatio","pvalue","p.adjust","qvalue","Count","pathway_category","target_group","GeneRatio_numeric"
"GO:1901976","regulation of cell cycle checkpoint","5/2235",0.84272469165547,0.977939414242576,0.790515816885015,5,"proliferation","TES-only",0.00223713646532438
"GO:0007093","mitotic cell cycle checkpoint signaling","18/2235",0.843926567325205,0.977939414242576,0.790515816885015,18,"proliferation","TES-only",0.00805369127516779
"GO:0048630","skeletal muscle tissue growth","1/2235",0.852798135969935,0.977939414242576,0.790515816885015,1,"proliferation","TES-only",0.000447427293064877
"GO:0061469","regulation of type B pancreatic cell proliferation","1/2235",0.852798135969935,0.977939414242576,0.790515816885015,1,"proliferation","TES-only",0.000447427293064877
"GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","1/2235",0.852798135969935,0.977939414242576,0.790515816885015,1,"proliferation","TES-only",0.000447427293064877
"GO:1903265","positive regulation of tumor necrosis factor-mediated signaling pathway","1/2235",0.852798135969935,0.977939414242576,0.790515816885015,1,"apoptosis","TES-only",0.000447427293064877
"GO:1901673","regulation of mitotic spindle assembly","2/2235",0.856653634875018,0.977939414242576,0.790515816885015,2,"proliferation","TES-only",0.000894854586129754
"GO:0044771","meiotic cell cycle phase transition","1/2235",0.874529833315017,0.977939414242576,0.790515816885015,1,"proliferation","TES-only",0.000447427293064877
"GO:0046007","negative regulation of activated T cell proliferation","1/2235",0.874529833315017,0.977939414242576,0.790515816885015,1,"proliferation","TES-only",0.000447427293064877
"GO:0070234","positive regulation of T cell apoptotic process","1/2235",0.874529833315017,0.977939414242576,0.790515816885015,1,"apoptosis","TES-only",0.000447427293064877
"GO:1905288","vascular associated smooth muscle cell apoptotic process","1/2235",0.874529833315017,0.977939414242576,0.790515816885015,1,"apoptosis","TES-only",0.000447427293064877
"GO:1905459","regulation of vascular associated smooth muscle cell apoptotic process","1/2235",0.874529833315017,0.977939414242576,0.790515816885015,1,"apoptosis","TES-only",0.000447427293064877
"GO:0061982","meiosis I cell cycle process","14/2235",0.885101352700282,0.980821033348327,0.79284516924382,14,"proliferation","TES-only",0.00626398210290828
"GO:0007052","mitotic spindle organization","15/2235",0.88667710071415,0.980821033348327,0.79284516924382,15,"proliferation","TES-only",0.00671140939597315
"GO:0010667","negative regulation of cardiac muscle cell apoptotic process","2/2235",0.888366560665991,0.980821033348327,0.79284516924382,2,"apoptosis","TES-only",0.000894854586129754
"GO:0044773","mitotic DNA damage checkpoint signaling","9/2235",0.889050156953863,0.980821033348327,0.79284516924382,9,"proliferation","TES-only",0.00402684563758389
"GO:0007100","mitotic centrosome separation","1/2235",0.893054461571123,0.980821033348327,0.79284516924382,1,"proliferation","TES-only",0.000447427293064877
"GO:0060253","negative regulation of glial cell proliferation","1/2235",0.893054461571123,0.980821033348327,0.79284516924382,1,"proliferation","TES-only",0.000447427293064877
"GO:1901317","regulation of flagellated sperm motility","1/2235",0.893054461571123,0.980821033348327,0.79284516924382,1,"migration","TES-only",0.000447427293064877
"GO:0044774","mitotic DNA integrity checkpoint signaling","9/2235",0.917461041497407,0.988792966984844,0.799289269500997,9,"proliferation","TES-only",0.00402684563758389
"GO:0070230","positive regulation of lymphocyte apoptotic process","1/2235",0.922305164032415,0.988792966984844,0.799289269500997,1,"apoptosis","TES-only",0.000447427293064877
"GO:0030262","apoptotic nuclear changes","2/2235",0.923921054161487,0.989793519419398,0.800098064517967,2,"apoptosis","TES-only",0.000894854586129754
"GO:0007096","regulation of exit from mitosis","1/2235",0.933778435151513,0.992471124038625,0.802262502081313,1,"proliferation","TES-only",0.000447427293064877
"GO:1903046","meiotic cell cycle process","22/2235",0.941269406154351,0.996474305179055,0.805498467380673,22,"proliferation","TES-only",0.00984340044742729
"GO:0006921","cellular component disassembly involved in execution phase of apoptosis","2/2235",0.941365786070757,0.996474305179055,0.805498467380673,2,"apoptosis","TES-only",0.000894854586129754
"GO:0000075","cell cycle checkpoint signaling","22/2235",0.947547170845469,0.999413273486765,0.807874177878412,22,"proliferation","TES-only",0.00984340044742729
"GO:0140014","mitotic nuclear division","31/2235",0.957672314655621,0.999999999998555,0.808348457349104,31,"proliferation","TES-only",0.0138702460850112
"GO:1902410","mitotic cytokinetic process","2/2235",0.9605728450664,0.999999999998555,0.808348457349104,2,"proliferation","TES-only",0.000894854586129754
"GO:0060295","regulation of cilium movement involved in cell motility","1/2235",0.97461724752762,0.999999999998555,0.808348457349104,1,"migration","TES-only",0.000447427293064877
"GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","1/2235",0.97461724752762,0.999999999998555,0.808348457349104,1,"proliferation","TES-only",0.000447427293064877
"GO:1902019","regulation of cilium-dependent cell motility","1/2235",0.97461724752762,0.999999999998555,0.808348457349104,1,"migration","TES-only",0.000447427293064877
"GO:1903504","regulation of mitotic spindle checkpoint","1/2235",0.97461724752762,0.999999999998555,0.808348457349104,1,"proliferation","TES-only",0.000447427293064877
"GO:0001539","cilium or flagellum-dependent cell motility","19/2235",0.974937579931242,0.999999999998555,0.808348457349104,19,"migration","TES-only",0.00850111856823266
"GO:0060285","cilium-dependent cell motility","19/2235",0.974937579931242,0.999999999998555,0.808348457349104,19,"migration","TES-only",0.00850111856823266
"GO:0070192","chromosome organization involved in meiotic cell cycle","4/2235",0.976641288879104,0.999999999998555,0.808348457349104,4,"proliferation","TES-only",0.00178970917225951
"GO:2000178","negative regulation of neural precursor cell proliferation","1/2235",0.978367277391169,0.999999999998555,0.808348457349104,1,"proliferation","TES-only",0.000447427293064877
"GO:0000070","mitotic sister chromatid segregation","19/2235",0.979494351312905,0.999999999998555,0.808348457349104,19,"proliferation","TES-only",0.00850111856823266
"GO:0030317","flagellated sperm motility","16/2235",0.980742703491632,0.999999999998555,0.808348457349104,16,"migration","TES-only",0.00715883668903803
"GO:0097722","sperm motility","16/2235",0.980742703491632,0.999999999998555,0.808348457349104,16,"migration","TES-only",0.00715883668903803
"GO:0060294","cilium movement involved in cell motility","18/2235",0.982456484152136,0.999999999998555,0.808348457349104,18,"migration","TES-only",0.00805369127516779
"GO:0051445","regulation of meiotic cell cycle","4/2235",0.988257534912459,0.999999999998555,0.808348457349104,4,"proliferation","TES-only",0.00178970917225951
"GO:0051321","meiotic cell cycle","26/2235",0.992143188232763,0.999999999998555,0.808348457349104,26,"proliferation","TES-only",0.0116331096196868
"GO:0090307","mitotic spindle assembly","4/2235",0.996445742189243,0.999999999998555,0.808348457349104,4,"proliferation","TES-only",0.00178970917225951
"GO:0006935","chemotaxis","114/2928",5.70537057731222e-09,1.16428907160461e-06,9.25284781830525e-07,114,"migration","TEAD1-only",0.0389344262295082
"GO:0001667","ameboidal-type cell migration","79/2928",9.9161655286236e-09,1.82881172658542e-06,1.4533947803105e-06,79,"migration","TEAD1-only",0.0269808743169399
"GO:0033002","muscle cell proliferation","73/2928",2.20973264610585e-08,3.35312764093703e-06,2.66480039481807e-06,73,"proliferation","TEAD1-only",0.024931693989071
"GO:0043542","endothelial cell migration","76/2928",7.875373395913e-08,8.96278072250253e-06,7.12290856942091e-06,76,"migration","TEAD1-only",0.0259562841530055
"GO:0001764","neuron migration","60/2928",1.23842947217383e-07,1.28579396777627e-05,1.02184725423318e-05,60,"migration","TEAD1-only",0.0204918032786885
"GO:0050921","positive regulation of chemotaxis","48/2928",1.66697149113938e-07,1.67205716687506e-05,1.32881866590736e-05,48,"migration","TEAD1-only",0.0163934426229508
"GO:0035265","organ growth","58/2928",2.85123160831185e-07,2.54995525617934e-05,2.02650256747644e-05,58,"proliferation","TEAD1-only",0.0198087431693989
"GO:0040013","negative regulation of locomotion","98/2928",4.28732269596403e-07,3.62462510210217e-05,2.88056508354396e-05,98,"migration","TEAD1-only",0.0334699453551913
"GO:0071560","cellular response to transforming growth factor beta stimulus","83/2928",4.4339392612931e-07,3.69578204906093e-05,2.9371149917654e-05,83,"proliferation","TEAD1-only",0.0283469945355191
"GO:0050920","regulation of chemotaxis","62/2928",5.85143550365045e-07,4.61717270808045e-05,3.66936334460494e-05,62,"migration","TEAD1-only",0.0211748633879781
"GO:0071559","response to transforming growth factor beta","84/2928",6.38320021498047e-07,4.93029579812686e-05,3.91820878782498e-05,84,"proliferation","TEAD1-only",0.0286885245901639
"GO:0014909","smooth muscle cell migration","32/2928",6.75738397453181e-07,5.12694850785632e-05,4.07449279328045e-05,32,"migration","TEAD1-only",0.0109289617486339
"GO:0010632","regulation of epithelial cell migration","30/2928",8.02507260208468e-07,5.86325674804162e-05,4.6596522918927e-05,30,"migration","TEAD1-only",0.0102459016393443
"GO:0090287","regulation of cellular response to growth factor stimulus","94/2928",1.00144110647424e-06,7.14039574471634e-05,5.67462126027509e-05,94,"proliferation","TEAD1-only",0.032103825136612
"GO:0030336","negative regulation of cell migration","90/2928",1.04357472419945e-06,7.35223240215754e-05,5.84297226531721e-05,90,"migration","TEAD1-only",0.0307377049180328
"GO:0010594","regulation of endothelial cell migration","60/2928",1.28991121239111e-06,8.87638901736116e-05,7.05425128147306e-05,60,"migration","TEAD1-only",0.0204918032786885
"GO:0014855","striated muscle cell proliferation","32/2928",1.44136792060017e-06,9.71343208345401e-05,7.7194668449285e-05,32,"proliferation","TEAD1-only",0.0109289617486339
"GO:2000146","negative regulation of cell motility","92/2928",1.65247754483434e-06,0.000109880473149771,8.73243012456517e-05,92,"migration","TEAD1-only",0.0314207650273224
"GO:0050673","epithelial cell proliferation","115/2928",1.7702103602825e-06,0.000115299253868439,9.1630719176853e-05,115,"proliferation","TEAD1-only",0.039275956284153
"GO:0014812","muscle cell migration","35/2928",2.7773870064854e-06,0.000169449240251346,0.000134664841508158,35,"migration","TEAD1-only",0.0119535519125683
"GO:0010631","epithelial cell migration","37/2928",2.85810647466748e-06,0.000172594633847777,0.000137164551329907,37,"migration","TEAD1-only",0.0126366120218579
"GO:0010595","positive regulation of endothelial cell migration","42/2928",3.13498346796981e-06,0.000183691407558864,0.00014598338858665,42,"migration","TEAD1-only",0.014344262295082
"GO:0016049","cell growth","124/2928",4.19222034295618e-06,0.000227610642106556,0.000180886919288539,124,"proliferation","TEAD1-only",0.0423497267759563
"GO:0060560","developmental growth involved in morphogenesis","71/2928",4.33771973886742e-06,0.000233369321951067,0.000185463462136456,71,"proliferation","TEAD1-only",0.0242486338797814
"GO:0050919","negative chemotaxis","21/2928",4.59352783315228e-06,0.000242718729612457,0.000192893631189139,21,"migration","TEAD1-only",0.00717213114754098
"GO:0048638","regulation of developmental growth","89/2928",5.09031846689219e-06,0.000256684797265212,0.000203992756119772,89,"proliferation","TEAD1-only",0.030396174863388
"GO:0090132","epithelium migration","37/2928",5.2048286028769e-06,0.000256684797265212,0.000203992756119772,37,"migration","TEAD1-only",0.0126366120218579
"GO:0048588","developmental cell growth","68/2928",6.13115613549088e-06,0.000292614371047057,0.00023254673695563,68,"proliferation","TEAD1-only",0.023224043715847
"GO:0014910","regulation of smooth muscle cell migration","28/2928",6.75974446791391e-06,0.000317493394929481,0.000252318615560897,28,"migration","TEAD1-only",0.00956284153005465
"GO:0090130","tissue migration","38/2928",7.8603187381449e-06,0.000360599738700322,0.000286576125026776,38,"migration","TEAD1-only",0.0129781420765027
"GO:0060326","cell chemotaxis","74/2928",8.55261650574794e-06,0.000389341419084741,0.000309417737228193,74,"migration","TEAD1-only",0.0252732240437158
"GO:0060419","heart growth","33/2928",9.51775723587298e-06,0.000423504415954108,0.000336567782587103,33,"proliferation","TEAD1-only",0.0112704918032787
"GO:0002687","positive regulation of leukocyte migration","45/2928",1.40748103339164e-05,0.000603584982290705,0.000479681560426686,45,"migration","TEAD1-only",0.0153688524590164
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","96/2928",1.52848830271782e-05,0.000646113841106004,0.000513480130567159,96,"proliferation","TEAD1-only",0.0327868852459016
"GO:0002690","positive regulation of leukocyte chemotaxis","31/2928",2.35744201576334e-05,0.00090593128891477,0.000719962469339072,31,"migration","TEAD1-only",0.0105874316939891
"GO:0055017","cardiac muscle tissue growth","30/2928",2.74253246924804e-05,0.00101439419706312,0.000806160202144754,30,"proliferation","TEAD1-only",0.0102459016393443
